Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,0316134023,9780316134026,5,4,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,,1/17/13,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,0439023513,9780439023511,4,4.07,Scholastic Press,Hardcover,398,2010,2010,,9/3/15,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,4.5,Scholastic Inc.,Paperback,912,2004,2003,,8/18/15,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,5,4.33,Scholastic Press,Hardcover,374,2008,2008,,9/3/15,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,,,5,4.12,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,,9/3/15,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,3,4.13,Ember,Paperback,208,2006,1993,,9/3/15,,,read,,,,1,0
1902241,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)",Mary E. Pearson,"Pearson, Mary E.",,0805076689,9780805076684,2,3.69,Henry Holt and Co.,Hardcover,266,2008,2008,,9/3/15,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,0,4.58,Scholastic Inc.,Paperback,652,2006,2005,,8/18/15,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,8/18/15,,,read,,,,1,0
33676,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson,"Patterson, James",,0316155608,9780316155601,0,4.14,"Little, Brown and Company",Hardcover,405,2007,2007,,7/10/15,,,read,,,,1,0
1829709,"The Final Warning (Maximum Ride, #4)",James Patterson,"Patterson, James",,0316002860,9780316002868,0,3.85,Jimmy Patterson,Hardcover,256,2008,2008,,7/10/15,,,read,,,,1,0
11946245,"Nevermore (Maximum Ride, #8)",James Patterson,"Patterson, James",,0316101842,9780316101844,0,3.89,Little Brown and Company ,Hardcover,368,2012,2012,,7/10/15,,,read,,,,1,0
7201913,"Angel (Maximum Ride, #7)",James Patterson,"Patterson, James",,0446545244,9780446545242,0,4,Pageturners,Paperback,298,2011,2011,,7/10/15,,,read,,,,1,0
6431790,"Fang (Maximum Ride, #6)",James Patterson,"Patterson, James",Jill Apple,0316036196,9780316036191,0,4.06,jimmy patterson,Hardcover,309,2010,2010,,7/10/15,,,read,,,,1,0
3393124,"Max (Maximum Ride, #5)",James Patterson,"Patterson, James",,0316002895,9780316002899,0,4.06,jimmy patterson,Hardcover,309,2009,2009,,7/10/15,,,read,,,,1,0
15944406,Doll Bones,Holly Black,"Black, Holly",Eliza Wheeler,1416963987,9781416963981,0,3.68,Margaret K. McElderry Books,Hardcover,256,2013,2013,,7/9/15,,,read,,,,1,0
24885636,"Zeroes (Zeroes, #1)",Scott Westerfeld,"Westerfeld, Scott","Margo Lanagan, Deborah Biancotti",1481443364,9781481443364,0,3.76,Simon  Schuster Books for Young Readers,Hardcover,546,2015,2015,,5/24/15,,,read,,,,1,0
13326831,"The Testing (The Testing, #1)",Joelle Charbonneau,"Charbonneau, Joelle","Amélie Sarn, Amélie Hesnard",0547959109,9780547959108,2,4.05,Houghton Mifflin,Hardcover,325,2013,2013,,6/23/15,,,read,,,,1,0
15749887,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,1476712042,9781476712048,3,4.04,Atria Books,Paperback,416,2012,2011,,10/24/14,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,,,5,4.38,Alfred A. Knopf,Hardcover,315,2012,2012,,11/23/14,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,0684833395,9780684833392,0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,3/8/15,to-read,to-read (#1),to-read,,,,0,0
8835379,"Ruby Red (Precious Stone Trilogy, #1)",Kerstin Gier,"Gier, Kerstin",Anthea Bell,0805092528,9780805092523,3,4.12,Henry Holt,Hardcover,324,2011,2009,,1/30/15,,,read,,,,1,0
13401993,"Dualed (Dualed, #1)",Elsie Chapman,"Chapman, Elsie",,0307931544,9780307931542,4,3.51,Random House,Hardcover,292,2013,2013,,12/14/14,,,read,,,,1,0
14999965,Linked (Linked #1),Imogen Howson,"Howson, Imogen",,1442446560,9781442446564,3,3.71,Simon & Schuster Books For Young Readers,Hardcover,368,2013,2013,,12/14/14,,,read,,,,1,0
2090640,"The Girl Who Could Fly (Piper McCloud, #1)",Victoria Forester,"Forester, Victoria",Raphaëlle Pache,0312374623,9780312374624,4,4.09,Feiwel & Friends,Hardcover,328,2008,2008,,12/14/14,,,read,,,,1,0
2133795,"Savvy (Savvy, #1)",Ingrid Law,"Law, Ingrid",,0803733062,9780803733060,5,3.98,Dial Books,Hardcover,342,2008,2008,,12/14/14,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.84,Henry Holt and Company,Hardcover,435,2013,2013,,12/14/14,,,read,,,,1,0
10626594,The Scorpio Races,Maggie Stiefvater,"Stiefvater, Maggie",,054522490X,9780545224901,3,4.09,Scholastic Press,Hardcover,409,2011,2011,,12/14/14,,,read,,,,1,0
16067008,Stitching Snow,R.C. Lewis,"Lewis, R.C.",,1423187970,9781423187974,5,3.88,Disney-Hyperion,ebook,338,2014,2014,,12/14/14,,,read,,,,1,0
17149396,"Avalon (Avalon, #1)",Mindee Arnett,"Arnett, Mindee",,0062235591,9780062235596,4,3.79,Balzer & Bray,Hardcover,418,2014,2014,,12/11/14,,,read,,,,1,0
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545123267,9780545123266,1,3.76,Scholastic Press,Hardcover,392,2009,2009,,11/29/14,,,read,,,,1,0
2998814,"The Hollow (The Hollow, #1)",Jessica Verday,"Verday, Jessica",,1416978933,9781416978930,1,3.74,Simon Pulse,Hardcover,544,2009,2009,,11/29/14,,,read,,,,1,0
8619814,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,"Stephens, John",,0375868704,9780375868702,4,3.94,Alfred A. Knopf,Hardcover,417,2011,2011,,11/29/14,,,read,,,,1,0
17402605,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,"Scott, Michael",,0552562521,9780552562522,4,3.86,Corgi Childrens,Paperback,390,2010,2007,,11/29/14,,,read,,,,1,0
9439989,"Touch of Frost (Mythos Academy, #1)",Jennifer Estep,"Estep, Jennifer",,0758266928,9780758266927,3,3.95,Kensington -Teen,Paperback,384,2011,2011,,11/29/14,,,read,,,,1,0
7488244,"Unearthly (Unearthly, #1)",Cynthia Hand,"Hand, Cynthia",,0061996165,9780061996160,3,4.02,HarperTeen,Hardcover,435,2011,2011,,11/29/14,,,read,,,,1,0
8705784,"Born at Midnight (Shadow Falls, #1)",C.C. Hunter,"Hunter, C.C.",,0312624670,9780312624675,3,4.11,St. Martin's Griffin,Paperback,398,2011,2011,,11/29/14,,,read,,,,1,0
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,"Carter, Ally",,1423100034,9781423100034,5,3.83,"Little, Brown Books for Young Readers",Hardcover,284,2006,2006,,11/29/14,,,read,,,,1,0
7719245,"Paranormalcy (Paranormalcy, #1)",Kiersten White,"White, Kiersten",,0061985848,9780061985843,4,3.88,HarperTeen,Hardcover,335,2010,2010,,11/16/14,,,read,,,,1,0
6006518,"Strange Angels (Strange Angels, #1)",Lili St. Crow,"Crow, Lili St.",Lilith Saintcrow,1595142517,9781595142511,3,3.78,Razorbill,Paperback,293,2009,2009,,11/16/14,,,read,,,,1,0
6609704,"Knightley Academy (Knightley Academy, #1)",Violet Haberdasher,"Haberdasher, Violet",,1416991433,9781416991434,4,3.91,Aladdin,Hardcover,468,2010,2010,,11/16/14,,,read,,,,1,0
12643928,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,0062024043,9780062024046,5,3.99,Katherine Tegen Books,Hardcover,525,2012,2012,,11/9/14,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,,,5,4.15,Dutton Books,Hardcover,313,2012,2012,,11/9/14,,,read,,,,1,0
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,0525421033,9780525421030,5,3.93,Viking,Hardcover,201,2009,2009,,11/9/14,,,read,,,,1,0
12294652,My Life Next Door,Huntley Fitzpatrick,"Fitzpatrick, Huntley",,0803736991,9780803736993,3,3.98,Dial Books For Young Readers,Hardcover,394,2012,2012,,11/9/14,,,read,,,,1,0
9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,,,5,3.92,Dutton Books,Hardcover,338,2011,2011,,11/1/14,,,read,,,,1,0
11594257,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,"Rossi, Veronica",,1907411054,9781907411052,4,3.99,Atom,Paperback,374,2012,2011,,10/24/14,,,read,,,,1,0
15826648,Where the Stars Still Shine,Trish Doller,"Doller, Trish",,161963144X,9781619631441,5,3.83,Bloomsbury USA Childrens,Hardcover,352,2013,2013,,10/24/14,,,read,,,,1,0
17623975,"Just One Day (Just One Day, #1)",Gayle Forman,"Forman, Gayle",,0142422959,9780142422953,3,3.99,Speak,Paperback,369,2013,2013,,10/24/14,,,read,,,,1,0
13445306,"Let the Sky Fall (Sky Fall, #1)",Shannon Messenger,"Messenger, Shannon",,144245041X,9781442450417,3,3.94,Simon Pulse,Hardcover,404,2013,2013,,10/24/14,,,read,,,,1,0
3678651,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Katie Alender,"Alender, Katie",,1423108760,9781423108764,4,4.02,"Little, Brown Books for Young Readers",Hardcover,346,2009,2009,,10/24/14,,,read,,,,1,0
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,,,4,4.46,HarperCollins ,Kindle Edition,421,2014,2014,,10/24/14,,,read,,,,1,0
13597728,"Asylum (Asylum, #1)",Madeleine Roux,"Roux, Madeleine",,0062220969,9780062220967,3,3.64,HarperTeen,Hardcover,317,2013,2013,,10/24/14,,,read,,,,1,0
15717943,"Hopeless (Hopeless, #1)",Colleen Hoover,"Hoover, Colleen",,1301949825,9781301949823,4,4.28,,ebook,410,2012,2012,,10/24/14,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,4,4.24,Crown Publishers,Hardcover,374,2011,2011,,10/24/14,,,read,,,,1,0
11071466,Second Chance Summer,Morgan Matson,"Matson, Morgan",,1416990674,9781416990673,4,4.13,Simon & Schuster Children's Publishing,Hardcover,468,2012,2012,,10/24/14,,,read,,,,1,0
15795357,Eleanor and Park,Rainbow Rowell,"Rowell, Rainbow",,1250031214,9781250031211,5,3.96,St. Martin's Griffin,ebook,336,2013,2012,,10/24/14,,,read,,,,1,0
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,1423157370,9781423157373,5,4.16,Disney Hyperion,Hardcover,488,2012,2012,,10/24/14,,,read,,,,1,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,5,3.97,St. Martin's Griffin,Kindle Edition,483,2013,2013,,10/24/14,,,read,,,,1,0
20821111,"The Young Elites (The Young Elites, #1)",Marie Lu,"Lu, Marie",,0399167838,9780399167836,3,3.88,G.P. Putnam’s Sons Books for Young Readers,Hardcover,355,2014,2014,,10/24/14,,,read,,,,1,0
16150830,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,"Bracken, Alexandra",,1423157516,9781423157519,4,4.22,Disney-Hyperion,Hardcover,507,2013,2013,,10/24/14,,,read,,,,1,0
11454587,"Spell Bound (Hex Hall, #3)",Rachel Hawkins,"Hawkins, Rachel",R. Khokins,1423121325,9781423121329,4,4.06,Hyperion Book CH,Hardcover,327,2012,2012,,1/17/13,,,read,,,,1,0
6304335,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,"Garcia, Kami",Margaret Stohl,0316042676,9780316042673,3,3.77,"Little, Brown and Company",Hardcover,563,2009,2009,,1/17/13,,,read,,,,1,0
7747374,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"Lore, Pittacus",,0061969559,9780061969553,3,3.94,HarperCollins,Hardcover,440,2010,2010,,1/17/13,,,read,,,,1,0
8659601,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"Lore, Pittacus",,0061974552,9780061974557,3,4.15,HarperCollins,Hardcover,406,2011,2011,,1/17/13,,,read,,,,1,0
2800905,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,"Armstrong, Kelley",,0061662690,9780061662690,3,4.02,HarperCollins,Hardcover,390,2008,2008,,1/17/13,,,read,,,,1,0
5287473,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,"Hawkins, Rachel",,1423121309,9781423121305,4,3.93,Hyperion Book CH,Hardcover,323,2010,2010,,1/17/13,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,0062085484,9780062085481,4,3.9,Harper,Hardcover,338,2011,2011,,1/17/13,,,read,,,,1,0
13625734,This Is What Happy Looks Like,Jennifer E. Smith,"Smith, Jennifer E.",,0755392280,9780755392285,3,3.67,Headline Book Publishing,Paperback,404,2013,2013,,10/24/14,,,read,,,,1,0
15283043,The Distance Between Us (Old Town Shops #1),Kasie West,"West, Kasie",,0062235656,9780062235657,4,3.92,HarperTeen,Paperback,320,2013,2013,,10/24/14,,,read,,,,1,0
20613571,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,1619630648,9781619630642,5,4.36,Bloomsbury USA Childrens,Paperback,418,2014,2013,,10/24/14,,,read,,,,1,0
17415882,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,"Johansen, Erika",,0593072693,9780593072691,4,3.99,Bantam Press,Hardcover,434,2014,2014,,10/24/14,,,read,,,,1,0
10757833,"Beautiful Chaos (Caster Chronicles, #3)",Kami Garcia,"Garcia, Kami",Margaret Stohl,0316123528,9780316123525,3,3.92,"Little, Brown and Company",Hardcover,516,2011,2011,,2/26/13,,,read,,,,1,0
175395,Code Talker: A Novel About the Navajo Marines of World War Two,Joseph Bruchac,"Bruchac, Joseph",,0142405965,9780142405963,3,3.9,Speak,Paperback,240,2006,2005,,2/26/13,,,read,,,,1,0
10429025,"A Beautiful Dark (A Beautiful Dark, #1)",Jocelyn Davies,"Davies, Jocelyn",,0061990655,9780061990656,3,3.89,HarperTeen,Hardcover,390,2011,2011,,3/11/13,,,read,,,,1,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.95,Henry Holt & Company,Hardcover,358,2012,2012,,3/30/13,,,read,,,,1,0
8709523,"The Golden Lily (Bloodlines, #2)",Richelle Mead,"Mead, Richelle",,1595143181,9781595143181,5,4.31,Razorbill,Hardcover,418,2012,2012,,10/24/14,,,read,,,,1,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,,,4,3.71,Delacorte Press,Kindle Edition,242,2014,2014,,10/24/14,,,read,,,,1,0
18670382,Grounded (The Seven #1),Heather Ordover,"Ordover, Heather",,0989896900,9780989896900,5,4.13,Crafting a Life Books,Paperback,486,2013,2013,,5/7/14,,,read,,,,1,0
46202,"Magic Study (Study, #2)",Maria V. Snyder,"Snyder, Maria V.",,0373802498,9780373802494,0,4.04,Luna Books,Hardcover,392,2006,2006,,6/24/13,,,read,,,,1,0
99298,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,0439249546,9780439249546,4,4.69,"Scholastic, Inc.",Hardcover,1500,1999,1999,,6/24/13,,,read,,,,1,0
8709527,"Bloodlines (Bloodlines, #1)",Richelle Mead,"Mead, Richelle",,1595143173,9781595143174,5,4.2,Razorbill,Hardcover,432,2011,2011,,6/3/13,,,read,,,,1,0
12476820,"Partials (Partials Sequence, #1)",Dan Wells,"Wells, Dan",,0062071041,9780062071040,0,3.93,Balzer + Bray,Hardcover,468,2012,2012,,5/22/13,,,read,,,,1,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,4,4.16,Putnam Juvenile,Hardcover,305,2011,2011,,3/22/13,,,read,,,,1,0
8726744,The Twilight Saga Complete Collection,Stephenie Meyer,"Meyer, Stephenie",,031613290X,9780316132909,4,4.34,"Little, Brown Books for Young Readers",Hardcover,2752,2010,2005,,3/21/13,,,read,,,,1,0
9758765,"Wildefire (Wildefire, #1)",Karsten Knight,"Knight, Karsten",,1442421177,9781442421172,5,3.72,Simon & Schuster Books for Young Readers,Hardcover,394,2011,2011,,3/21/13,,,read,,,,1,0
6393119,"Once a Witch (Witch, #1)",Carolyn MacCullough,"MacCullough, Carolyn",,0547223994,9780547223995,5,3.75,Clarion Books,Hardcover,292,2009,2009,,3/10/13,,,read,,,,1,0
4544390,"Oracles of Delphi Keep (Oracles of Delphi Keep, #1)",Victoria Laurie,"Laurie, Victoria",,0385735723,9780385735728,4,3.95,Delacorte Press,Hardcover,552,2009,2009,,3/2/13,,,read,,,,1,0
9462795,"Starcrossed (Starcrossed, #1)",Josephine Angelini,"Angelini, Josephine",,0062011995,9780062011992,2,4.05,HarperTeen,Hardcover,487,2011,2011,,2/9/13,,,read,,,,1,0
7285498,"Angelfire (Angelfire, #1)",Courtney Allison Moulton,"Moulton, Courtney Allison",,0062002325,9780062002327,3,3.92,HarperCollins / Katherine Tegen Books,Hardcover,453,2011,2011,,2/9/13,,,read,,,,1,0
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,1423140575,9781423140573,3,4.29,Hyperion Books,Hardcover,406,2012,2012,,2/9/13,,,read,,,,1,0
11614718,"Delirium (Delirium, #1)",Lauren Oliver,"Oliver, Lauren",,0061726834,9780061726835,3,3.96,HarperCollins,Paperback,441,2012,2011,,1/17/13,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,0316015849,9780316015844,5,3.64,"Little, Brown and Company",Paperback,498,2006,2005,,1/17/13,,,read,,,,1,0
6527740,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,"Mead, Richelle",,1595143068,9781595143068,5,4.38,Razorbill,Hardcover,594,2010,2010,,1/17/13,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,0385738935,9780385738934,3,3.72,Delacorte Press,Hardcover,452,2009,2009,,1/17/13,,,read,,,,1,0
8428064,"Demonglass (Hex Hall, #2)",Rachel Hawkins,"Hawkins, Rachel",R. Khokins,1423121317,9781423121312,5,4.09,Disney,Hardcover,359,2011,2011,,1/17/13,,,read,,,,1,0
2282133,"Frostbite (Vampire Academy, #2)",Richelle Mead,"Mead, Richelle",,,,4,4.26,Razorbill,Paperback,327,2008,2008,,1/17/13,,,read,,,,1,0
