Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49934666,We Are Not Free,Traci Chee,"Chee, Traci",,035813143X,9780358131434,0,4.35,HMH Books for Young Readers,Hardcover,384,2020,2020,,10/12/20,to-read,to-read (#86),to-read,,,,0,0
52047700,How Do We Know We're Doing It Right: & Other Essays on Modern Life,Pandora Sykes,"Sykes, Pandora",,1786332078,9781786332073,0,3.78,Hutchinson,Hardcover,275,2020,2020,,8/14/20,to-read,to-read (#85),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,0312577222,9780312577223,0,4.6,St. Martin's Press,Hardcover,440,2015,2015,,4/18/20,,,read,,,,1,0
52252715,Women Don't Owe You Pretty,Florence Given,"Given, Florence",,,,0,3.79,Cassell,Kindle Edition,193,2020,2020,,7/16/20,to-read,to-read (#84),to-read,,,,0,0
50160619,You Should See Me in a Crown,Leah  Johnson,"Johnson, Leah",,,,0,4.12,Scholastic Press,Hardcover,336,2020,2020,,7/10/20,to-read,to-read (#82),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,0525509283,9780525509288,0,4.38,One World,Hardcover,305,2019,2019,,6/18/20,to-read,to-read (#81),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,0,4.17,Riverhead Books,Hardcover,343,2020,2020,,6/13/20,to-read,to-read (#80),to-read,,,,0,0
50729853,Watch Over Me,Nina LaCour,"LaCour, Nina",,0593108973,9780593108970,0,3.86,Dutton Books for Young Readers,Hardcover,272,2020,2020,,6/9/20,to-read,to-read (#79),to-read,,,,0,0
33606119,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"Eddo-Lodge, Reni",Zuzana Szabóová,140887055X,9781408870556,0,4.39,Bloomsbury Circus,Hardcover,249,2017,2017,,6/9/20,to-read,to-read (#78),to-read,,,,0,0
34017010,The State of Affairs: Rethinking Infidelity,Esther Perel,"Perel, Esther",,0062322605,9780062322609,0,4.37,Harper,ebook,352,2017,2017,,5/27/20,to-read,to-read (#77),to-read,,,,0,0
15811559,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,"Jones, Dan",,0670026654,9780670026654,0,4.21,Viking,Hardcover,534,2013,2012,,5/22/20,to-read,to-read (#76),to-read,,,,0,0
41473872,"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,"Deaver, Mason",,,,0,4.19,Push,Hardcover,329,2019,2019,,5/20/20,to-read,to-read (#75),to-read,,,,0,0
36620482,The Heartbeat of Wounded Knee: Native America from 1890 to the Present,David Treuer,"Treuer, David",,,,0,4.23,Riverhead Books,Kindle Edition,526,2019,2019,,5/7/20,to-read,to-read (#74),to-read,,,,0,0
29584452,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,,,0,4.05,Doubleday,Kindle Edition,322,2016,2016,,5/6/20,to-read,to-read (#73),to-read,,,,0,0
49881566,And Then They Stopped Talking to Me: Making Sense of Middle School,Judith Warner,"Warner, Judith",,1101905883,9781101905883,0,3.56,Crown Publishing Group (NY),Hardcover,320,2020,2020,,5/6/20,to-read,to-read (#72),to-read,,,,0,0
36124936,The Outsider,Stephen King,"King, Stephen",,1501180983,9781501180989,0,4,Scribner,Hardcover,561,2018,2018,,5/6/20,to-read,to-read (#71),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,1400031702,9781400031702,0,4.17,Vintage,Paperback,559,1992,1992,,5/4/20,to-read,to-read (#70),to-read,,,,0,0
17131869,"Saga, Volume 2",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1607066920,9781607066927,0,4.5,Image Comics,Paperback,144,2013,2013,,5/2/20,to-read,to-read (#69),to-read,,,,0,0
51719756,The Sword and the Shield: The Revolutionary Lives of Malcolm X and Martin Luther King Jr.,Peniel E. Joseph,"Joseph, Peniel E.",,154161786X,9781541617865,0,4.22,Basic Books,Hardcover,384,2020,2020,,5/1/20,to-read,to-read (#68),to-read,,,,0,0
50773748,A Curious History of Sex,Kate  Lister,"Lister, Kate",,,,0,4.18,Unbound,Kindle Edition,353,2020,2020,,5/1/20,to-read,to-read (#67),to-read,,,,0,0
50240593,Pelosi,Molly Ball,"Ball, Molly",,,,0,4.16,Henry Holt and Co.,Kindle Edition,336,2020,2020,,5/1/20,to-read,to-read (#66),to-read,,,,0,0
7799004,Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,Naomi Oreskes,"Oreskes, Naomi",Erik M. Conway,1596916109,9781596916104,0,4.18,Bloomsbury Press,Hardcover,274,2010,2010,,5/1/20,to-read,to-read (#65),to-read,,,,0,0
34523152,"The Water Will Come: Rising Seas, Sinking Cities, and the Remaking of the Civilized World",Jeff Goodell,"Goodell, Jeff",,031626024X,9780316260244,0,4.18,"Little, Brown and Company",Hardcover,352,2017,2017,,5/1/20,to-read,to-read (#64),to-read,,,,0,0
44107480,Lovely War,Julie Berry,"Berry, Julie",,,,0,4.25,Viking Books for Young Readers,Hardcover,471,2019,2019,,4/30/20,to-read,to-read (#63),to-read,,,,0,0
28243032,We Are Okay,Nina LaCour,"LaCour, Nina",,0525425896,9780525425892,0,3.95,Dutton Books for Young Readers,Hardcover,236,2017,2017,,4/23/20,to-read,to-read (#62),to-read,,,,0,0
31443394,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil   Smith,1501160761,9781501160769,0,4.29,Atria Books,Hardcover,418,2017,2016,,4/18/20,to-read,to-read (#60),to-read,,,,0,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,0575079797,9780575079793,0,4.2,Gollancz,Paperback,515,2007,2006,,4/18/20,to-read,to-read (#59),to-read,,,,0,0
32735037,"An Unkindness of Magicians (The Unseen World, #1)",Kat Howard,"Howard, Kat",,1481451219,9781481451215,0,3.73,Saga Press,ebook,352,2017,2017,,4/18/20,to-read,to-read (#57),to-read,,,,0,0
44599364,Albatross,Terry Fallis,"Fallis, Terry",,0771050968,9780771050961,0,3.69,McClelland & Stewart,Paperback,400,2019,2019,,4/8/20,to-read,to-read (#56),to-read,,,,0,0
31176294,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,Alyssa Mastromonaco,"Mastromonaco, Alyssa",Lauren Oyler,1455588229,9781455588220,0,3.92,Twelve,Hardcover,244,2017,2017,,6/29/18,dnf,dnf (#19),dnf,,,,0,0
52893819,"Imbalance (Avatar: The Last Airbender, #6)",Faith Erin Hicks,"Hicks, Faith Erin","Bryan Konietzko, Michael Dante DiMartino, Peter Wartman",1506708129,9781506708126,0,4.27,Dark Horse Books,Hardcover,240,2020,2020,,4/2/20,to-read,to-read (#52),to-read,,,,0,0
38897137,Avatar: The Last Airbender: Team Avatar Tales (Avatar: The Last Airbender),Gene Luen Yang,"Yang, Gene Luen","Dave Scheidt, Sara Goetter, Faith Erin Hicks, Ron Koertge",1506707939,9781506707938,0,3.85,Dark Horse Books,Paperback,72,2019,2019,,4/2/20,to-read,to-read (#55),to-read,,,,0,0
10450750,Avatar: The Last Airbender: The Lost Adventures (Avatar: The Last Airbender),Bryan Konietzko,"Konietzko, Bryan","Michael Dante DiMartino, Aaron Ehasz, Benjamin A. Wilgus, Amy Kim Ganter, Brian Ralph, Corey  Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",159582748X,9781595827487,0,4.38,Dark Horse,Paperback,226,2011,2011,,4/2/20,to-read,to-read (#54),to-read,,,,0,0
34413312,"Avatar: The Last Airbender: North and South (Avatar: The Last Airbender, #5)",Gene Luen Yang,"Yang, Gene Luen","Gurihiru, Michael Dante DiMartino, Bryan Konietzko",1506701957,9781506701950,0,4.27,Dark Horse Books,Hardcover,240,2017,2017,,4/2/20,to-read,to-read (#51),to-read,,,,0,0
28588125,"Avatar: The Last Airbender - Smoke and Shadow (Avatar: The Last Airbender, #4)",Gurihiru,"Gurihiru, Gurihiru","Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko",1506700136,9781506700137,0,4.37,Dark Horse Books,Hardcover,240,2016,2016,,4/2/20,to-read,to-read (#50),to-read,,,,0,0
52004174,"Avatar: The Last Airbender: The Rise of Kyoshi (The Kyoshi Novels, #1)",F.C. Yee,"Yee, F.C.",Michael Dante DiMartino,1419739913,9781419739910,0,4.47,Harry N. Abrams,Hardcover,442,2019,2019,,4/2/20,to-read,to-read (#53),to-read,,,,0,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,1594200823,9781594200823,0,4.18,The Penguin Press,Hardcover,450,2006,2006,,3/19/20,to-read,to-read (#48),to-read,,,,0,0
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,1250254337,9781250254337,0,4.15,Wednesday Books,Hardcover,579,2021,2021,,12/19/19,to-read,to-read (#45),to-read,,,,0,0
1074848,Why Birds Sing: A Journey Into the Mystery of Bird Song,David Rothenberg,"Rothenberg, David",,0465071368,9780465071364,0,3.53,Basic Books,Paperback,288,2006,2005,,1/8/20,to-read,to-read (#47),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,0,4.09,Penguin Press,Hardcover,338,2017,2017,,1/3/20,to-read,to-read (#46),to-read,,,,0,0
35480518,The Female Persuasion,Meg Wolitzer,"Wolitzer, Meg",,1594488401,9781594488405,0,3.57,Riverhead Books,Hardcover,454,2018,2018,,12/28/18,to-read,to-read (#21),to-read,,,,0,0
10115852,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,"Bell, Rob",,006204964X,9780062049643,0,3.64,HarperOne,Hardcover,202,2011,2011,,4/23/18,dnf,dnf (#18),dnf,,,,0,0
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,0385536976,9780385536974,0,3.89,Doubleday,Hardcover,403,2013,2013,,8/20/18,dnf,dnf (#17),dnf,,,,0,0
42201431,The Unhoneymooners,Christina Lauren,"Lauren, Christina",,,,4,3.96,Gallery Books,Paperback,400,2019,2019,,8/18/19,,,read,,,,1,0
39863092,"The Right Swipe (Modern Love, #1)",Alisha Rai,"Rai, Alisha",,0062878093,9780062878090,0,3.65,Avon,Paperback,387,2019,2019,,8/18/19,to-read,to-read (#44),to-read,,,,0,0
42771754,"Supernova (Renegades, #3)",Marissa Meyer,"Meyer, Marissa",,1250078385,9781250078384,0,4.41,Feiwel & Friends,Hardcover,549,2019,2019,,8/18/19,to-read,to-read (#43),to-read,,,,0,0
16130537,The Humans,Matt Haig,"Haig, Matt",,1476727910,9781476727912,0,4.08,Simon  Schuster,Hardcover,285,2013,2013,,6/14/19,to-read,to-read (#42),to-read,,,,0,0
37955748,In Pieces,Sally Field,"Field, Sally",,1549143077,9781549143076,0,3.91,Hachette Audio,Audiobook,404,2018,2018,,6/14/19,to-read,to-read (#41),to-read,,,,0,0
41817578,Mostly Dead Things,Kristen Arnett,"Arnett, Kristen",,1947793306,9781947793309,0,3.39,Tin House Books,Hardcover,356,2019,2019,,6/10/19,to-read,to-read (#40),to-read,,,,0,0
34884359,We're Going to Need More Wine,Gabrielle Union,"Union, Gabrielle",,,,0,4.2,Dey Street Books,Kindle Edition,272,2017,2017,,5/31/19,to-read,to-read (#39),to-read,,,,0,0
30295312,"The Red Scrolls of Magic (The Eldest Curses, #1)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,1471162141,9781471162145,0,4.13,Simon & Schuster Children's UK,Paperback,368,2019,2019,,4/5/19,to-read,to-read (#38),to-read,,,,0,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,055380491X,9780553804911,0,4.04,Bantam,Hardcover,384,2006,1995,,1/13/19,to-read,to-read (#37),to-read,,,,0,0
2393575,Nixonland: The Rise of a President and the Fracturing of America,Rick Perlstein,"Perlstein, Rick",,0743243021,9780743243025,0,4.22,Scribner,Hardcover,881,2008,2008,,12/28/18,to-read,to-read (#36),to-read,,,,0,0
34196619,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,"Warren, Elizabeth",,,,0,4.19,Metropolitan Books,Kindle Edition,352,2017,2017,,12/28/18,to-read,to-read (#35),to-read,,,,0,0
36217163,"The Road to Unfreedom: Russia, Europe, America",Timothy Snyder,"Snyder, Timothy",,0525574468,9780525574460,0,4.34,Tim Duggan Books,Hardcover,359,2018,2018,,12/28/18,to-read,to-read (#34),to-read,,,,0,0
38255329,How Fascism Works: The Politics of Us and Them,Jason F. Stanley,"Stanley, Jason F.",,0525511830,9780525511830,0,4.17,Random House,Hardcover,240,2018,2018,,12/28/18,to-read,to-read (#33),to-read,,,,0,0
39088976,"Out There: A Scientific Guide to Alien Life, Antimatter, and Human Space Travel (For the Cosmically Curious)",Michael    Wall,"Wall, Michael",Karl Tate,1538729377,9781538729373,0,3.81,Grand Central Publishing,Hardcover,256,2018,2018,,12/28/18,to-read,to-read (#32),to-read,,,,0,0
32191667,We the Corporations: How American Businesses Won Their Civil Rights,Adam Winkler,"Winkler, Adam",,0871407124,9780871407122,0,4.17,Liveright,Hardcover,496,2018,2018,,12/28/18,to-read,to-read (#31),to-read,,,,0,0
243685,A History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,0671201581,9780671201586,0,4.12,Simon & Schuster,Paperback,906,1986,1945,,12/28/18,to-read,to-read (#30),to-read,,,,0,0
36992441,Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,,,0,4.12,Vintage,Paperback,288,2018,2013,,12/28/18,to-read,to-read (#29),to-read,,,,0,0
9449985,"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World",Edward Dolnick,"Dolnick, Edward",,006171951X,9780061719516,0,3.94,Harper,Hardcover,378,2011,2011,,12/28/18,to-read,to-read (#28),to-read,,,,0,0
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,,,0,4.25,Penguin Books,Kindle Edition,352,2018,2018,,12/28/18,to-read,to-read (#27),to-read,,,,0,0
38251364,American Dialogue: The Founders and Us,Joseph J. Ellis,"Ellis, Joseph J.",Arthur Morey,0553550799,9780553550795,0,4.24,Books on Tape,Audio CD,9,2018,2018,,12/28/18,to-read,to-read (#26),to-read,,,,0,0
41061652,"The Social Leap: The New Evolutionary Science of Who We Are, Where We Come From, and What Makes Us Happy",William Von Hippel,"Hippel, William Von",,,,0,4.25,Harper Wave,Kindle Edition,294,2018,2018,,12/28/18,to-read,to-read (#25),to-read,,,,0,0
41219345,Mere Morality,Dan   Barker,"Barker, Dan",,1634311787,9781634311786,0,4.11,Pitchstone Publishing,Paperback,167,2018,,,12/28/18,to-read,to-read (#24),to-read,,,,0,0
34593574,"Heavens on Earth: The Scientific Search for the Afterlife, Immortality, and Utopia",Michael Shermer,"Shermer, Michael",,1627798579,9781627798570,0,3.88,Henry Holt & Company,Hardcover,320,2018,2018,,12/28/18,to-read,to-read (#23),to-read,,,,0,0
38212158,These Truths: A History of the United States,Jill Lepore,"Lepore, Jill",,0393635244,9780393635249,0,4.41,W. W. Norton  Company,Hardcover,933,2018,2018,,12/28/18,to-read,to-read (#22),to-read,,,,0,0
40881738,Red Clocks,Leni Zumas,"Zumas, Leni",,,,0,3.67,"Little, Brown and Company",Kindle Edition,368,2018,2018,,12/28/18,to-read,to-read (#20),to-read,,,,0,0
36482672,Seven Types of Atheism,John N. Gray,"Gray, John N.",,0241199417,9780241199411,0,3.85,Allen Lane,Hardcover,176,2018,2018,,11/17/18,to-read,to-read (#19),to-read,,,,0,0
407813,"The Blue Sword (Damar, #1)",Robin McKinley,"McKinley, Robin",,0441068804,9780441068807,0,4.21,Ace Books,Mass Market Paperback,256,1987,1982,,10/30/18,to-read,to-read (#18),to-read,,,,0,0
15791085,"The Falconer (The Falconer, #1)",Elizabeth May,"May, Elizabeth",,1452114234,9781452114231,0,3.77,Chronicle Books,Hardcover,378,2014,2013,,10/26/18,to-read,to-read (#17),to-read,,,,0,0
10215349,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,"Kagawa, Julie",,0373210515,9780373210510,0,4.07,Harlequin Teen,Hardcover,485,2012,2012,,10/25/18,to-read,to-read (#16),to-read,,,,0,0
40042001,"Shadow & Flame (Rime Chronicles, #2)",Mindee Arnett,"Arnett, Mindee",,0062652729,9780062652720,0,3.8,Balzer + Bray,ebook,496,2019,2019,,10/19/18,to-read,to-read (#15),to-read,,,,0,0
37880094,"The Lady's Guide to Petticoats and Piracy (Montague Siblings, #2)",Mackenzi Lee,"Lee, Mackenzi",,0062795325,9780062795328,0,4.06,Katherine Tegen Books,Hardcover,450,2018,2018,,10/10/18,to-read,to-read (#14),to-read,,,,0,0
38720939,A Very Large Expanse of Sea,Tahereh Mafi,"Mafi, Tahereh",,0062866567,9780062866561,0,4.12,HarperTeen,Hardcover,310,2018,2018,,10/10/18,to-read,to-read (#13),to-read,,,,0,0
6340873,The Evolution of God,Robert Wright,"Wright, Robert",,0316734918,9780316734912,0,3.94,"Little, Brown and Company",Hardcover,567,2009,2009,,6/13/18,dnf,dnf (#16),dnf,,,,0,0
32768520,"Mirage (Mirage, #1)",Somaiya Daud,"Daud, Somaiya",,1250126428,9781250126429,0,3.72,Flatiron Books,Hardcover,320,2018,2018,,8/6/18,to-read,to-read (#12),to-read,,,,0,0
34114362,What Happened,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,,,0,3.92,Simon & Schuster,Kindle Edition,512,2017,2017,,6/13/18,dnf,dnf (#15),dnf,,,,0,0
29386918,"Wildcard (Warcross, #2)",Marie Lu,"Lu, Marie",,0399548017,9780399548017,0,4,G.P. Putnam's Sons Books for Young Readers,ebook,352,2018,2018,,7/5/18,to-read,to-read (#11),to-read,,,,0,0
17801741,Getting Over Garrett Delaney,Abby McDonald,"McDonald, Abby",,1406341924,9781406341928,0,3.75,Walker Books,Paperback,320,2013,2012,,6/24/18,to-read,to-read (#10),to-read,,,,0,0
10917,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,0743454537,9780743454537,0,4.09,Washington Square Press,Paperback,423,2005,2004,,6/24/18,,,read,,,,1,0
32601841,The Loneliest Girl in the Universe,Lauren   James,"James, Lauren",,1406375470,9781406375473,0,3.76,Walker Books,Paperback,290,2018,2018,,6/24/18,to-read,to-read (#9),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,,,0,4.35,Ballantine Books,Mass Market Paperback,527,2015,1965,,6/13/18,to-read,to-read (#8),to-read,,,,0,0
23290548,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,,,0,4.48,Metropolitan Books,Kindle Edition,297,2014,2014,,6/13/18,to-read,to-read (#7),to-read,,,,0,0
30233110,"Carve the Mark (Carve the Mark, #1)",Veronica Roth,"Roth, Veronica",,0008159483,9780008159481,0,3.78,HarperCollins,Paperback,473,2017,2017,,5/7/16,,,read,,,,1,0
23399192,Rook,Sharon Cameron,"Cameron, Sharon",,0545675995,9780545675994,0,3.78,Scholastic Press,Hardcover,456,2015,2015,,8/15/15,,,read,,,,1,0
6663773,The Disreputable History of Frankie Landau-Banks,E. Lockhart,"Lockhart, E.",,0786838191,9780786838196,0,3.81,"Little, Brown Books for Young Readers",Paperback,342,2009,2008,,5/30/15,,,read,,,,1,0
2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,1406310255,9781406310252,0,3.97,Walker,Hardcover,479,2008,2008,,6/4/18,dnf,dnf (#13),dnf,,,,0,0
6567017,"Will Grayson, Will Grayson",John Green,"Green, John",David Levithan,0525421580,9780525421580,0,3.72,Dutton Books,Hardcover,310,2010,2010,,5/25/18,dnf,dnf (#12),dnf,,,,0,0
28820,The Varieties of Religious Experience,William  James,"James, William",,1402199031,9781402199035,0,4,Adamant Media Corporation,Paperback,519,2000,1902,,3/12/18,,,read,,,,0,0
17675193,A Long Day in November,Ernest J. Gaines,"Gaines, Ernest J.",,1939601029,9781939601025,0,3.7,Lizzie Skurnick Books,Paperback,160,2013,1971,,2/9/18,to-read,to-read (#5),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,,,0,4.01,Scribner,Hardcover,285,2017,2017,,1/13/18,to-read,to-read (#4),to-read,,,,0,0
29430012,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,,,0,4.34,Viking,Hardcover,462,2016,2016,,1/13/18,to-read,to-read (#3),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,,,0,3.72,Anchor Books,Paperback,209,1994,1958,,11/18/17,,,read,,,,1,0
51428,"Rebel Angels (Gemma Doyle, #2)",Libba Bray,"Bray, Libba",,0385733410,9780385733410,0,3.94,Ember,Paperback,548,2005,2004,,9/24/16,,,read,,,,1,0
3682,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,"Bray, Libba",,0689875347,9780689875342,0,3.79,Simon and Schuster,Hardcover,403,2003,2003,,9/24/16,,,read,,,,1,0
23569428,"Legacy of Kings (Blood of Gods and Royals, #1)",Eleanor Herman,"Herman, Eleanor",,0373211724,9780373211722,0,3.65,Harlequin Teen,Hardcover,428,2015,2015,,7/10/15,dnf,dnf (#11),dnf,,,,0,0
13138736,"Their Fractured Light (Starbound, #3)",Amie Kaufman,"Kaufman, Amie",Meagan Spooner,1423171047,9781423171041,0,4.11,Disney-Hyperion,Hardcover,428,2015,2015,,11/7/15,dnf,dnf (#10),dnf,,,,0,0
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,1423160916,9781423160915,0,4.24,Disney-Hyperion Books,Hardcover,499,2015,2015,,7/13/15,dnf,dnf (#9),dnf,,,,0,0
13362536,"Opal (Lux, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1620610094,9781620610091,0,4.26,Entangled Teen,Paperback,394,2012,2012,,3/6/15,dnf,dnf (#1),dnf,,,,0,0
24338298,Never Always Sometimes,Adi Alsaid,"Alsaid, Adi",,0373211546,9780373211548,0,3.27,Harlequin Teen,Hardcover,320,2015,2015,,5/24/15,dnf,dnf (#6),dnf,,,,0,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,0062255657,9780062255655,0,4.01,William Morrow Books,Hardcover,181,2013,2013,,1/30/15,dnf,dnf (#8),dnf,,,,0,0
22864710,Challenger Deep,Neal Shusterman,"Shusterman, Neal",Brendan Shusterman,0061134112,9780061134111,0,4.14,Quill Tree Books,Hardcover,320,2015,2015,,6/14/15,dnf,dnf (#5),dnf,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,0,4.26,Del Rey,Hardcover,382,2014,2014,,12/28/14,dnf,dnf (#7),dnf,"DNF- This is so many books I've read, with a character that doesn't intrigue me the least bit. Sad I did't enjoy this one. ",,,0,0
11861715,"Icons (Icons, #1)",Margaret Stohl,"Stohl, Margaret",,0316205184,9780316205184,1,3.4,"Little, Brown Books for Young Readers",Hardcover,428,2013,2013,,12/14/14,dnf,dnf (#4),dnf,,,,0,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,078685197X,9780786851973,1,4.09,Disney-Hyperion,Paperback,444,2007,2006,,11/29/14,dnf,dnf (#3),dnf,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,,,2,4.22,MTV Books/Pocket Books,Paperback,213,1999,1999,,11/9/14,dnf,dnf (#2),dnf,,,,0,0
8306857,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,0062024027,9780062024022,5,4.15,Katherine Tegen Books,Hardcover,487,2011,2011,,1/17/13,,,read,,,,1,0
17383918,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,006202406X,9780062024060,4,3.61,Katherine Tegen Books,Hardcover,526,2013,2013,,11/9/14,,,read,,,,1,0
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,,,0,4.36,Bloomsbury USA Childrens,Hardcover,420,2013,2013,,11/26/15,,,read,,,,1,0
13517455,"Reboot (Reboot, #1)",Amy Tintera,"Tintera, Amy",,0062217070,9780062217073,0,3.89,HarperTeen,Hardcover,365,2013,2013,,11/7/15,,,read,,,,1,0
6574102,"Heist Society (Heist Society, #1)",Ally Carter,"Carter, Ally",,1423116399,9781423116394,0,3.91,"Little, Brown Books for Young Readers",Hardcover,287,2010,2010,,11/7/15,,,read,,,,1,0
8031168,"Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference",Cordelia Fine,"Fine, Cordelia",,0393068382,9780393068382,0,4.08,W.W. Norton & Company,Hardcover,338,2010,2010,,10/20/15,to-read,to-read (#3),to-read,,,,0,0
2802316,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,"Mead, Richelle",,1595141979,9781595141972,4,4.34,Razorbill,Paperback,443,2008,2008,,9/3/15,,,read,,,,1,0
18660669,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,"Mead, Richelle",,,,5,4.11,Razorbill,Paperback,332,2013,2007,,9/3/15,,,read,,,,1,0
8709526,"The Indigo Spell (Bloodlines, #3)",Richelle Mead,"Mead, Richelle",,159514319X,9781595143198,5,4.36,Razorbill,Hardcover,401,2013,2013,,9/3/15,,,read,,,,1,0
6479259,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,"Mead, Richelle",,1595142509,9781595142504,5,4.33,Razorbill,Hardcover,489,2010,2010,,9/3/15,,,read,,,,1,0
5996153,"Blood Promise (Vampire Academy, #4)",Richelle Mead,"Mead, Richelle",,1595141987,9781595141989,5,4.31,Razorbill,Hardcover,503,2009,2009,,9/3/15,,,read,,,,1,0
84981,Tuck Everlasting,Natalie Babbitt,"Babbitt, Natalie",,0374480095,9780374480097,4,3.89,Farrar Straus Giroux,Paperback,148,1985,1975,,9/3/15,,,read,,,,1,0
13152,"The Angel Experiment (Maximum Ride, #1)",James Patterson,"Patterson, James",,0446617792,9780446617796,4,4.07,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,7/10/15,,,read,,,,1,0
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,1423113381,9781423113386,4,4.1,Disney-Hyperion,Hardcover,528,2010,2010,,9/3/15,,,read,,,,1,0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,0062059998,9780062059994,3,4.17,HarperTeen,Hardcover,323,2014,2014,,9/3/15,,,read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,0439244196,9780439244190,4,3.99,Scholastic,Paperback,233,2000,1998,,9/3/15,,,read,,,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,0062059939,9780062059932,4,4.09,HarperTeen,Hardcover,336,2012,2012,,9/3/15,,,read,,,,1,0
